"Entity","Code","Year","Total_Renewable","Hydropower","Wind","Solar","Other_renewables"
"Mexico","MEX",2016,46924994,3003122,10378095,25227612,8316165
"Mexico","MEX",2017,129243812,3087776,106197815,11865062,8093159
"Mexico","MEX",2018,12149507,3223409,1243525,321171,7361402
"Mexico","MEX",2019,77155783,2360243,1672691,996432,72126417
"Mexico","MEX",2020,76333156,2681701,1970289,1583562,70097604
"Mexico","MEX",2021,13705013,3471716,2107487,2019491,6106319
"Mexico","MEX",2022,8312626,3555885,2052875,2034204,669662
"Mexico","MEX",2023,66366462,20609,207,23338,66322308
"Mexico","MEX",2024,107777176,2354291,19754978,25723602,59944305
"Middle Africa (EI)","REG",1965,3935,3935,0,0,0
"Middle Africa (EI)","REG",1966,4093,4093,0,0,0
"Middle Africa (EI)","REG",1967,3846,3846,0,0,0
"Middle Africa (EI)","REG",1968,4012,4012,0,0,0
"Middle Africa (EI)","REG",1969,436,436,0,0,0
"Middle Africa (EI)","REG",1970,4865,4865,0,0,0
"Middle Africa (EI)","REG",1971,519,519,0,0,0
"Middle Africa (EI)","REG",1972,531,531,0,0,0
"Middle Africa (EI)","REG",1973,5756,5756,0,0,0
"Middle Africa (EI)","REG",1974,5651,5651,0,0,0
"Middle Africa (EI)","REG",1975,6207,6207,0,0,0
"Middle Africa (EI)","REG",1976,5975,5975,0,0,0
"Middle Africa (EI)","REG",1977,6132,6132,0,0,0
"Middle Africa (EI)","REG",1978,6161,6161,0,0,0
"Middle Africa (EI)","REG",1979,6299,6299,0,0,0
"Middle Africa (EI)","REG",1980,6639,6639,0,0,0
"Middle Africa (EI)","REG",1981,7012,7012,0,0,0
"Middle Africa (EI)","REG",1982,73,73,0,0,0
"Middle Africa (EI)","REG",1983,7709,7709,0,0,0
"Middle Africa (EI)","REG",1984,8065,8065,0,0,0
"Middle Africa (EI)","REG",1985,9145,9145,0,0,0
"Middle Africa (EI)","REG",1986,9438,9438,0,0,0
"Middle Africa (EI)","REG",1987,9454,9454,0,0,0
"Middle Africa (EI)","REG",1988,9604,9604,0,0,0
"Middle Africa (EI)","REG",1989,11446,11446,0,0,0
"Middle Africa (EI)","REG",1990,10291,10288,0,0,3
"Middle Africa (EI)","REG",1991,9984,9976,0,0,8
"Middle Africa (EI)","REG",1992,10829,10821,0,0,8
"Middle Africa (EI)","REG",1993,10221,10213,0,0,8
"Middle Africa (EI)","REG",1994,9741,9732,0,0,9
"Middle Africa (EI)","REG",1995,10840,10831,0,0,9
"Middle Africa (EI)","REG",1996,10874,10867,0,0,7
"Middle Africa (EI)","REG",1997,10145,10138,0,0,7
"Middle Africa (EI)","REG",1998,9932,9925,0,0,7
"Middle Africa (EI)","REG",1999,10336,10329,0,0,7
"Middle Africa (EI)","REG",2000,11410554,11410404,0,143,7
"Middle Africa (EI)","REG",2001,1166575,1166425,0,143,7
"Middle Africa (EI)","REG",2002,11775957,11775807,0,143,7
"Middle Africa (EI)","REG",2003,12189974,12189966,0,1,7
"Middle Africa (EI)","REG",2004,14085601,14085593,0,1,7
"Middle Africa (EI)","REG",2005,14495451,14495443,0,1,7
"Middle Africa (EI)","REG",2006,15682581,15682515,0,1,65
"Middle Africa (EI)","REG",2007,1516171,1516084,0,3,84
"Middle Africa (EI)","REG",2008,16219574,16219486,0,3,85
"Middle Africa (EI)","REG",2009,16159521,16159369,0,73,79
"Middle Africa (EI)","REG",2010,16837889,16836414,0,1408,67
"Middle Africa (EI)","REG",2011,17137777,17127369,0,3366,7042
"Middle Africa (EI)","REG",2012,16940514,16929146,0,4026,7342
"Middle Africa (EI)","REG",2013,19472869,19459368,0,5659,7842
"Middle Africa (EI)","REG",2014,21039752,21017534,0,10376,11842
"Middle Africa (EI)","REG",2015,2143485,2121535,0,13208,8742
"Middle Africa (EI)","REG",2016,2258101,2227576,89,19794,10642
"Middle Africa (EI)","REG",2017,2661455,2519645,89,25073,116648
"Middle Africa (EI)","REG",2018,28504633,28354702,89,29454,120388
"Middle Africa (EI)","REG",2019,30043183,29882095,89,34136,126863
"Middle Africa (EI)","REG",2020,32975833,32807884,89,40978,126882
"Middle Africa (EI)","REG",2021,67276482,3452831,89,63695006,128556
"Middle Africa (EI)","REG",2022,48673566,35550255,89,12996484,126738
"Middle Africa (EI)","REG",2023,36905343,3838138,89,32946378,120738
"Middle Africa (EI)","REG",2024,62128411,3929045,8924384,37168103,12106879
"Middle East (EI)","REG",1965,2345857,2345857,0,0,0
"Middle East (EI)","REG",1966,25461166,25461166,0,0,0
"Middle East (EI)","REG",1967,28287957,28287957,0,0,0
"Middle East (EI)","REG",1968,30811522,30811522,0,0,0
"Middle East (EI)","REG",1969,33959281,33959281,0,0,0
"Middle East (EI)","REG",1970,357964,357964,0,0,0
"Middle East (EI)","REG",1971,37548983,37548983,0,0,0
"Middle East (EI)","REG",1972,45691648,45691648,0,0,0
"Middle East (EI)","REG",1973,37504175,37504175,0,0,0
"Middle East (EI)","REG",1974,48159366,48159366,0,0,0
"Middle East (EI)","REG",1975,54404545,54404545,0,0,0
"Middle East (EI)","REG",1976,63250394,63250394,0,0,0
"Middle East (EI)","REG",1977,70982018,70982018,0,0,0
"Middle East (EI)","REG",1978,9812257,9812257,0,0,0
"Middle East (EI)","REG",1979,9615829,9615829,0,0,0
"Middle East (EI)","REG",1980,9682702,9682702,0,0,0
"Middle East (EI)","REG",1981,10214353,10214353,0,0,0
"Middle East (EI)","REG",1982,10605872,10605872,0,0,0
"Middle East (EI)","REG",1983,1022087,1022087,0,0,0
"Middle East (EI)","REG",1984,10373285,10373285,0,0,0
"Middle East (EI)","REG",1985,10438,10438,0,0,0
"Middle East (EI)","REG",1986,11079,11079,0,0,0
"Middle East (EI)","REG",1987,13915,13915,0,0,0
"Middle East (EI)","REG",1988,14299,14299,0,0,0
"Middle East (EI)","REG",1989,12624,12624,0,0,0
"Middle East (EI)","REG",1990,15273265,15273264,1,0,0
"Middle East (EI)","REG",1991,11009185,11009184,1,0,0
"Middle East (EI)","REG",1992,17827067,17827066,1,0,0
"Middle East (EI)","REG",1993,20046733,20046732,1,0,0
"Middle East (EI)","REG",1994,1654977,1654976,1,0,0
"Middle East (EI)","REG",1995,18652707,18652706,1,0,0
"Middle East (EI)","REG",1996,18698377,18698376,1,0,0
"Middle East (EI)","REG",1997,15927058,15927055,3,0,0
"Middle East (EI)","REG",1998,1721059,1721056,3,0,0
"Middle East (EI)","REG",1999,1180143,1180105,38,0,0
"Middle East (EI)","REG",2000,10722575,10722177,395,0,3
"Middle East (EI)","REG",2001,11618268,11617796,467,0,5
"Middle East (EI)","REG",2002,16824329,16823881,443,0,5
"Middle East (EI)","REG",2003,18485015,18484583,426,0,6
"Middle East (EI)","REG",2004,23082981,23082361,614,0,6
"Middle East (EI)","REG",2005,23918193,23918102,86,0,5
"Middle East (EI)","REG",2006,28255624,28254223,1394,1,6
"Middle East (EI)","REG",2007,26705969,26705812,155,1,1
"Middle East (EI)","REG",2008,13696059,13690433,2101,3509,16
"Middle East (EI)","REG",2009,12153497,12116322,2405,34263,507
"Middle East (EI)","REG",2010,18370464,17390324,1823,977515,802
"Middle East (EI)","REG",2011,18597203,18255754,2243,226665,112541
"Middle East (EI)","REG",2012,25833532,21407372,2953,4309066,114141
"Middle East (EI)","REG",2013,24442196,23509758,235789,682171,14478
"Middle East (EI)","REG",2014,15539925,1994348,255078,13076485,214014
"Middle East (EI)","REG",2015,19087341,16767385,280489,1829432,210035
"Middle East (EI)","REG",2016,2631140,2017076,58532,284856,270676
"Middle East (EI)","REG",2017,25591370,20639414,812532,3857098,282326
"Middle East (EI)","REG",2018,34107315,12803039,15064008,5944662,295606
"Middle East (EI)","REG",2019,167654905,40587723,16785904,110005665,275613
"Middle East (EI)","REG",2020,45218801,2900745,26841986,15176834,299236
"Middle East (EI)","REG",2021,69151811,18581226,2931486,19303516,28335583
"Middle East (EI)","REG",2022,76712794,18146112,4015266,24412754,30138662
"Middle East (EI)","REG",2023,106889263,2553375,50557737,3802178,49975973
"Middle East (EI)","REG",2024,126226400,21791903,52469025,46834404,5131068
"Morocco","MAR",1965,1213,1213,0,0,0
"Morocco","MAR",1966,1054,1054,0,0,0
"Morocco","MAR",1967,932,932,0,0,0
"Morocco","MAR",1968,1058,1058,0,0,0
"Morocco","MAR",1969,1368,1368,0,0,0
"Morocco","MAR",1970,1346,1346,0,0,0
"Morocco","MAR",1971,152,152,0,0,0
"Morocco","MAR",1972,1596,1596,0,0,0
"Morocco","MAR",1973,1192,1192,0,0,0
"Morocco","MAR",1974,1337,1337,0,0,0
"Morocco","MAR",1975,1016,1016,0,0,0
"Morocco","MAR",1976,998,998,0,0,0
"Morocco","MAR",1977,1365,1365,0,0,0
"Morocco","MAR",1978,1416,1416,0,0,0
"Morocco","MAR",1979,1582,1582,0,0,0
"Morocco","MAR",1980,1515,1515,0,0,0
"Morocco","MAR",1981,1024,1024,0,0,0
"Morocco","MAR",1982,572,572,0,0,0
"Morocco","MAR",1983,481,481,0,0,0
"Morocco","MAR",1984,366,366,0,0,0
"Morocco","MAR",1985,486,486,0,0,0
"Morocco","MAR",1986,643,643,0,0,0
"Morocco","MAR",1987,825,825,0,0,0
"Morocco","MAR",1988,936,936,0,0,0
"Morocco","MAR",1989,1157,1157,0,0,0
"Morocco","MAR",1990,122,122,0,0,0
"Morocco","MAR",1991,1226,1226,0,0,0
"Morocco","MAR",1992,964,964,0,0,0
"Morocco","MAR",1993,443,443,0,0,0
"Morocco","MAR",1994,84,84,0,0,0
"Morocco","MAR",1995,611,611,0,0,0
"Morocco","MAR",1996,1957,1957,0,0,0
"Morocco","MAR",1997,2083,2083,0,0,0
"Morocco","MAR",1998,1777,1777,0,0,0
"Morocco","MAR",1999,825,825,0,0,0
"Morocco","MAR",2000,782,718,64,0,0
"Morocco","MAR",2001,10681,8623,2058,0,0
"Morocco","MAR",2002,12882,842,1939,10101,0
"Morocco","MAR",2003,14429246,14417117,2028,10101,0
"Morocco","MAR",2004,28003,15913,1989,10101,0
"Morocco","MAR",2005,21811,9647,2063,10101,0
"Morocco","MAR",2006,21758,9825,1832,10101,0
"Morocco","MAR",2007,13792,902,2789,10101,0
"Morocco","MAR",2008,22241,9158,2982,10101,0
"Morocco","MAR",2009,39695,25683,3911,10101,0
"Morocco","MAR",2010,51367,34678,6588,10101,0
"Morocco","MAR",2011,37077,20054,6922,10101,0
"Morocco","MAR",2012,103642,1631,728,101283,0
"Morocco","MAR",2013,25035,2785,12149,10101,0
"Morocco","MAR",2014,45713,16374,19238,10101,0
"Morocco","MAR",2015,27136,1885,25194,57,0
"Morocco","MAR",2016,46573,12557,30001,4015,0
"Morocco","MAR",2017,1219214,1184712,30349,4153,0
"Morocco","MAR",2018,6484341,1693443,3840743,950155,0
"Morocco","MAR",2019,3314162,1262781,469919,1581462,0
"Morocco","MAR",2020,106553943,86763716,4591891,15198336,0
"Morocco","MAR",2021,100543446,81830716,510667,18202063,0
"Morocco","MAR",2022,23335469,3502118,5355879,14477472,0
"Morocco","MAR",2023,43928681,16276278,6545676,21106727,0
"Morocco","MAR",2024,110496040,14157313,75174174,21164553,0
"Netherlands","NLD",1965,0,0,0,0,0
"Netherlands","NLD",1966,0,0,0,0,0
"Netherlands","NLD",1967,0,0,0,0,0
"Netherlands","NLD",1968,0,0,0,0,0
"Netherlands","NLD",1969,0,0,0,0,0
"Netherlands","NLD",1970,0,0,0,0,0
"Netherlands","NLD",1971,0,0,0,0,0
"Netherlands","NLD",1972,0,0,0,0,0
"Netherlands","NLD",1973,0,0,0,0,0
"Netherlands","NLD",1974,0,0,0,0,0
"Netherlands","NLD",1975,803,0,0,0,803
"Netherlands","NLD",1976,872,0,0,0,872
"Netherlands","NLD",1977,867,0,0,0,867
"Netherlands","NLD",1978,1211,0,0,0,1211
"Netherlands","NLD",1979,1106,0,0,0,1106
"Netherlands","NLD",1980,1024,0,0,0,1024
"Netherlands","NLD",1981,1085,0,0,0,1085
"Netherlands","NLD",1982,265,0,0,0,265
"Netherlands","NLD",1983,231,0,0,0,231
"Netherlands","NLD",1984,17,0,0,0,17
"Netherlands","NLD",1985,444,3,0,0,441
"Netherlands","NLD",1986,557,3,1,0,553
"Netherlands","NLD",1987,705,1,2,0,702
"Netherlands","NLD",1988,853,2,16,0,835
"Netherlands","NLD",1989,69,37,23,0,9
"Netherlands","NLD",1990,208,85,56,0,67
"Netherlands","NLD",1991,267,104,88,0,75
"Netherlands","NLD",1992,912,12,147,1,752
"Netherlands","NLD",1993,1130,92,174,1,863
"Netherlands","NLD",1994,1179,1,238,1,939
"Netherlands","NLD",1995,1423,88,317,1,1017
"Netherlands","NLD",1996,1763,8,437,2,1316
"Netherlands","NLD",1997,2032,92,475,2,1463
"Netherlands","NLD",1998,1601611,11231,64,35,1590281
"Netherlands","NLD",1999,1879759,90249,645,527,1788338
"Netherlands","NLD",2000,2157187,142393,829,771,2013194
"Netherlands","NLD",2001,2477489,117324,825,1306,2358034
"Netherlands","NLD",2002,3019038,109636,946,1704,2906752
"Netherlands","NLD",2003,2623949,72023,1318,3074,2547534
"Netherlands","NLD",2004,3425819,95732,1867,3314,3324906
"Netherlands","NLD",2005,5313073,88,2067,34199,5276719
"Netherlands","NLD",2006,148350,105199,2734,35223,5194
"Netherlands","NLD",2007,4065538,107,3437,35712,4026282
"Netherlands","NLD",2008,9380116,1,4258333,38889,5082893
"Netherlands","NLD",2009,4731110,97222,4583333,44444,6111
"Netherlands","NLD",2010,11214723,104167,3993056,59444,7058056
"Netherlands","NLD",2011,12284131,57,5100171,100344,7083559
"Netherlands","NLD",2012,12543575,104388,4981829,253753,7203605
"Netherlands","NLD",2013,5752573,114312,5627148,5159,5954
"Netherlands","NLD",2014,11707203,111925,5797334,784762,5013182
"Netherlands","NLD",2015,12597496,927,7549858,110852,4935859
"Netherlands","NLD",2016,14781194,100079,8170446,1601808,4908861
"Netherlands","NLD",2017,17438536,60757,10568801,2204346,4604632
"Netherlands","NLD",2018,18881842,72348,10548511,3707792,4553191
"Netherlands","NLD",2019,22803191,74182,11507927,5399406,5821676
"Netherlands","NLD",2020,32729486,46066,15277726,8567013,8838681
"Netherlands","NLD",2021,40276274,8824,18046019,11303873,10917558
"Netherlands","NLD",2022,48092501,49998,21565971,16656805,9819727
"Netherlands","NLD",2023,56786757,69369,29525082,19578188,7614118
"Netherlands","NLD",2024,40582061,85,33377243,21645,7183088
"New Zealand","NZL",1965,1003226,1001878,0,0,1348
"New Zealand","NZL",1966,10806792,10805433,0,0,1359
"New Zealand","NZL",1967,11221991,11220857,0,0,1134
"New Zealand","NZL",1968,11774577,11773282,0,0,1295
"New Zealand","NZL",1969,1164955,1163628,0,0,1327
"New Zealand","NZL",1970,1268315,1267042,0,0,1273
"New Zealand","NZL",1971,14395242,14393986,0,0,1256
"New Zealand","NZL",1972,15265864,15264607,0,0,1257
"New Zealand","NZL",1973,1510910,1509667,0,0,1243
"New Zealand","NZL",1974,35979466,15188889,0,0,20790577
"New Zealand","NZL",1975,37725265,16663637,0,0,21061628
"New Zealand","NZL",1976,3604746,1549899,0,0,2054847
"New Zealand","NZL",1977,34500251,14720202,0,0,19780049
"New Zealand","NZL",1978,176607583,156595955,0,0,20011628
"New Zealand","NZL",1979,37219273,18443434,0,0,18775839
"New Zealand","NZL",1980,39079434,19364647,0,0,19714787
"New Zealand","NZL",1981,21618382,19679798,0,0,1938584
"New Zealand","NZL",1982,21513611,1830404,0,0,19683207
"New Zealand","NZL",1983,39615353,19751514,0,0,19863839
"New Zealand","NZL",1984,41761081,20376768,0,0,21384313
"New Zealand","NZL",1985,39809940,19707859,0,0,20102081
"New Zealand","NZL",1986,42928041,22097696,0,0,20830345
"New Zealand","NZL",1987,42707558,21928556,0,0,20779002
"New Zealand","NZL",1988,25049939,22962656,0,0,2087283
"New Zealand","NZL",1989,25136994,22558859,0,0,2578135
"New Zealand","NZL",1990,52714729,23185303,0,0,29529426
"New Zealand","NZL",1991,54112757,22894464,0,0,31218293
"New Zealand","NZL",1992,52476795,21092667,690909,0,30693219
"New Zealand","NZL",1993,56659611,23492899,985859,0,32180853
"New Zealand","NZL",1994,34340233,2583708,1010101,0,30746424
"New Zealand","NZL",1995,58790475,27534758,1010101,0,30245616
"New Zealand","NZL",1996,40459073,2618293,8326262,0,29514518
"New Zealand","NZL",1997,67316044,23258162,13593555,0,30464327
"New Zealand","NZL",1998,80468132,25319334,22069696,0,33079102
"New Zealand","NZL",1999,62380986,22919535,3899293,0,35562158
"New Zealand","NZL",2000,73864632,24434969,12020808,0,37408855
"New Zealand","NZL",2001,70877515,21681162,13898788,0,35297565
"New Zealand","NZL",2002,74091337,24873026,15548317,0,33669994
"New Zealand","NZL",2003,71043229,23622797,14654097,0,32766335
"New Zealand","NZL",2004,97340801,27240088,36153665,0,33947048
"New Zealand","NZL",2005,67546849,23327555,6143859,0,38075435
"New Zealand","NZL",2006,70510956,23573221,6222169,0,40715566
"New Zealand","NZL",2007,139213998,236405,92987984,3405895,42583714
"New Zealand","NZL",2008,41280533,22347338,10584577,3455616,4893002
"New Zealand","NZL",2009,48154485,24217442,14764609,3589863,5582571
"New Zealand","NZL",2010,51535535,24726507,16371758,3828525,6608745
"New Zealand","NZL",2011,118183539,25110668,19572189,4126869,69373813
"New Zealand","NZL",2012,120378354,22896656,20791955,4822949,71866794
"New Zealand","NZL",2013,57528008,23029074,20218704,6701959,7578271
"New Zealand","NZL",2014,53689914,24318062,2210925,18797714,8363213
"New Zealand","NZL",2015,70556620,24529945,236413,36830876,8959386
"New Zealand","NZL",2016,40621743,2593505,23407655,5674612,8945971
"New Zealand","NZL",2017,43953787,25175854,2091049,7709482,8977402
"New Zealand","NZL",2018,42269884,2625458,20679657,10066275,8898494
"New Zealand","NZL",2019,57265067,25598652,22556674,127903,8981838
"New Zealand","NZL",2020,51702563,24266592,2309158,16111544,9015269
"New Zealand","NZL",2021,38159477,24234734,2644358,2104717,9175668
"New Zealand","NZL",2022,92688750,26276207,28656576,28559086,9196881
"New Zealand","NZL",2023,156134535,26574657,3238395,37465358,88856125
"New Zealand","NZL",2024,98265934,23797873,3958227,60716313,9793521
"Non-OECD (EI)","REG",1965,20495503,20495503,0,0,0
"Non-OECD (EI)","REG",1966,22441562,22441562,0,0,0
"Non-OECD (EI)","REG",1967,22613533,22613533,0,0,0
"Non-OECD (EI)","REG",1968,25794876,25794876,0,0,0
"Non-OECD (EI)","REG",1969,28272205,28272205,0,0,0
"Non-OECD (EI)","REG",1970,88242708,31149374,0,0,57093334
"Non-OECD (EI)","REG",1971,35031294,32789908,0,0,2241386
"Non-OECD (EI)","REG",1972,57054453,34618478,0,0,22435975
"Non-OECD (EI)","REG",1973,60124684,36236978,0,0,23887706
"Non-OECD (EI)","REG",1974,65104096,39992545,0,0,25111551
"Non-OECD (EI)","REG",1975,44432831,41635663,0,0,2797168
"Non-OECD (EI)","REG",1976,37122200,4469197,0,0,32653003
"Non-OECD (EI)","REG",1977,84760771,48842285,0,0,35918486
"Non-OECD (EI)","REG",1978,93705081,53935913,0,0,39769168
"Non-OECD (EI)","REG",1979,10641900,5739957,0,0,4901943
"Non-OECD (EI)","REG",1980,68048837,61733356,0,0,6315481
"Non-OECD (EI)","REG",1981,72459322,63777386,0,0,8681936
"Non-OECD (EI)","REG",1982,15691282,6391586,0,0,9299696
"Non-OECD (EI)","REG",1983,77545067,66469006,0,0,11076061
"Non-OECD (EI)","REG",1984,83819235,72504443,0,0,11314792
"Non-OECD (EI)","REG",1985,12589489,764231,0,0,11825258
"Non-OECD (EI)","REG",1986,91720281,79682776,0,0,12037505
"Non-OECD (EI)","REG",1987,20026071,8220154,0,0,11805917
"Non-OECD (EI)","REG",1988,99213178,87210266,0,0,12002912
"Non-OECD (EI)","REG",1989,21897956,8934253,0,0,12963703
"Non-OECD (EI)","REG",1990,142354945,92575946,34333333,2,15445664
"Non-OECD (EI)","REG",1991,123924052,96122644,12300091,2,15501315
"Non-OECD (EI)","REG",1992,48469043,9739785,22078313,3,16650942
"Non-OECD (EI)","REG",1993,57852865,10304474,31203565,4008,16340818
"Non-OECD (EI)","REG",1994,35138359,10876791,5899073,5018,18357477
"Non-OECD (EI)","REG",1995,32810144,11279578,11282852,8042101,2205613
"Non-OECD (EI)","REG",1996,28562199,1125287,10020291,15100606,2316015
"Non-OECD (EI)","REG",1997,56336175,11444614,1228866,17125607,26537088
"Non-OECD (EI)","REG",1998,76171765,11974895,15017252,20160606,29019012
"Non-OECD (EI)","REG",1999,40722769,12037592,2039237,23270616,3375324
"Non-OECD (EI)","REG",2000,119421950,12457386,24845295,43817446,38301823
"Non-OECD (EI)","REG",2001,63244678,12794312,3433199,6325795,40691372
"Non-OECD (EI)","REG",2002,100737519,13035369,36532056,8561688,42608406
"Non-OECD (EI)","REG",2003,33445588,13239547,4448027,11142536,4615478
"Non-OECD (EI)","REG",2004,40910732,14865562,7644248,13435523,4965399
"Non-OECD (EI)","REG",2005,65762761,1569437,9266881,1576311,53350132
"Non-OECD (EI)","REG",2006,97446366,16567483,149255,20733984,59995644
"Non-OECD (EI)","REG",2007,136319746,17422897,19880672,29858592,69157585
"Non-OECD (EI)","REG",2008,96767337,18659727,31306509,38713455,8087646
"Non-OECD (EI)","REG",2009,38992767,18777566,4864374,6037891,9312936
"Non-OECD (EI)","REG",2010,52245605,20234028,7653694,13239627,11118256
"Non-OECD (EI)","REG",2011,47942361,20488877,10865682,4736179,11851623
"Non-OECD (EI)","REG",2012,36874508,219289,14645685,9242483,12767051
"Non-OECD (EI)","REG",2013,74598403,23219849,19118544,18007584,14252426
"Non-OECD (EI)","REG",2014,101896269,24445442,22611429,38203026,16636372
"Non-OECD (EI)","REG",2015,75556915,24475952,27076944,6148912,17855107
"Non-OECD (EI)","REG",2016,89829169,25568323,35304538,9959833,18996475
"Non-OECD (EI)","REG",2017,108172031,26128438,44181125,16787987,21074481
"Non-OECD (EI)","REG",2018,82309070,26997231,5233052,25154231,24924556
"Non-OECD (EI)","REG",2019,122521660,27877488,58834717,33094894,2714561
"Non-OECD (EI)","REG",2020,75610025,2863818,65654034,4073738,3018435
"Non-OECD (EI)","REG",2021,122661138,28431897,8832033,51710596,33686612
"Non-OECD (EI)","REG",2022,55941798,2938695,10132963,6690926,36179214
"Non-OECD (EI)","REG",2023,167886202,28696057,11775216,88937274,38477655
"Non-OECD (EI)","REG",2024,95569436,30138513,13081718,12136372,40212833
"North America","NAM",1965,16608693,3276461,0,0,13332232
"North America","NAM",1966,17491616,3429609,0,0,14062007
"North America","NAM",1967,17815269,3741698,0,0,14073571
"North America","NAM",1968,53465317,37919272,0,0,15546045
"North America","NAM",1969,43871659,42248953,0,0,1622706
"North America","NAM",1970,59175310,42939407,0,0,16235903
"North America","NAM",1971,22221752,4525339,0,0,17696413
"North America","NAM",1972,6760897,4792899,0,0,1967998
"North America","NAM",1973,70547645,49272952,0,0,21274693
"North America","NAM",1974,75874678,53842413,0,0,22032265
"North America","NAM",1975,26919215,5273913,0,0,21645302
"North America","NAM",1976,78082130,52385376,0,0,25696754
"North America","NAM",1977,74006089,46893967,0,0,27112122
"North America","NAM",1978,33958052,5429264,0,0,28528788
"North America","NAM",1979,85510090,55430054,0,0,30080036
"North America","NAM",1980,36437928,5566706,0,0,30871222
"North America","NAM",1981,59742766,56475195,0,0,3267571
"North America","NAM",1982,38492630,6030476,0,0,32462154
"North America","NAM",1983,42398547,6329343,269495,3,35799706
"North America","NAM",1984,75866874,64591675,6555555,530101,4189543
"North America","NAM",1985,122317058,62885596,6820202,10737374,41873886
"North America","NAM",1986,66158759,640286,5231313,14173738,46113422
"North America","NAM",1987,71083002,60281836,4576768,1060303,5164095
"North America","NAM",1988,119954187,57043506,1879798,9185859,51845024
"North America","NAM",1989,89497900,6029673,21343768,2531323,59593136
"North America","NAM",1990,115645532,6253437,2819687,37179494,69392914
"North America","NAM",1991,104933582,62984656,29836779,4802529,7309618
"North America","NAM",1992,47857786,6055158,29766898,4138971,7896759
"North America","NAM",1993,65743390,6418483,3097906,48121452,8105549
"North America","NAM",1994,100746059,6200209,35537062,50892544,8116244
"North America","NAM",1995,52743144,6854456,32699928,5233137,7955623
"North America","NAM",1996,117169727,74817206,33646922,553236,8152363
"North America","NAM",1997,130621337,7449706,34789815,5456431,82925385
"North America","NAM",1998,52747456,6921732,32065902,5417646,8342176
"North America","NAM",1999,117736003,7117536,48234224,53870624,8513619
"North America","NAM",2000,143452620,67951245,61472874,5425887,8602614
"North America","NAM",2001,88965853,5852815,73798866,603293,8710879
"North America","NAM",2002,90334318,6484932,11200103,63404346,9244937
"North America","NAM",2003,83114713,6432528,12304386,64368576,9223
"North America","NAM",2004,96673695,64445514,15602357,7244296,9381528
"North America","NAM",2005,104777932,67586255,19885897,7835996,9469784
"North America","NAM",2006,54766297,6893802,29770735,8639244,9462516
"North America","NAM",2007,125337730,65828375,38422153,11415055,9672147
"North America","NAM",2008,155844048,68991394,60302902,17021077,9528675
"North America","NAM",2009,79379986,68798846,8248513,2236723,95904
"North America","NAM",2010,116428428,6692185,106375084,3351158,10001
"North America","NAM",2011,36471680,7512017,13432039,5445939,10081685
"North America","NAM",2012,43516091,7109693,15890797,10199857,10315744
"North America","NAM",2013,118487172,71063214,18714879,17905542,10803537
"North America","NAM",2014,70568840,7004833,20582605,31911573,11069829
"North America","NAM",2015,53847937,6834095,2325834,43576576,1111432
"North America","NAM",2016,106168695,7039202,27498212,60423866,11207415
"North America","NAM",2017,225512969,75208673,30346472,8474899,111482925
"North America","NAM",2018,127757323,73691907,32719458,10367752,10978206
"North America","NAM",2019,232202095,71404425,35469608,125222305,105757
"North America","NAM",2020,138643650,72484454,40259412,15616212,10283572
"North America","NAM",2021,62053866,6979338,44665485,196392,10212651
"North America","NAM",2022,180196600,7179719,50456857,23875438,98684586
"North America","NAM",2023,93203471,6497922,49297604,27963977,9443968
"North America","NAM",2024,55783970,6360392,5301672,34895993,9225913
"North America (EI)","REG",1965,45924740,32592508,0,0,13332232
"North America (EI)","REG",1966,17472556,3410549,0,0,14062007
"North America (EI)","REG",1967,17795189,3721618,0,0,14073571
"North America (EI)","REG",1968,19316012,3769967,0,0,15546045
"North America (EI)","REG",1969,5823431,4200725,0,0,1622706
"North America (EI)","REG",1970,58899340,42663437,0,0,16235903
"North America (EI)","REG",1971,17033701,449287,0,0,16584414
"North America (EI)","REG",1972,2343184,475886,0,0,1867298
"North America (EI)","REG",1973,25043069,4892377,0,0,20150692
"North America (EI)","REG",1974,74333233,53465967,0,0,20867266
"North America (EI)","REG",1975,25510971,5238668,0,0,20272303
"North America (EI)","REG",1976,29048419,5197665,0,0,23850754
"North America (EI)","REG",1977,71716850,46519727,0,0,25197123
"North America (EI)","REG",1978,31786782,5377995,0,0,26408787
"North America (EI)","REG",1979,82926470,54806433,0,0,28120037
"North America (EI)","REG",1980,34371718,5500601,0,0,28871117
"North America (EI)","REG",1981,85953879,55714276,0,0,30239603
"North America (EI)","REG",1982,8946488,5962483,0,0,2984005
"North America (EI)","REG",1983,6855550,6253626,269495,3,332426
"North America (EI)","REG",1984,110173306,63731323,6555555,530101,39356327
"North America (EI)","REG",1985,119193936,61925464,6820202,10737374,39710896
"North America (EI)","REG",1986,30090193,6289075,5231313,14173738,4396067
"North America (EI)","REG",1987,69666751,59090137,4576768,1060303,4939543
"North America (EI)","REG",1988,116343295,55765576,1879798,9185859,49512062
"North America (EI)","REG",1989,139934173,59052814,21343768,2531323,57006268
"North America (EI)","REG",1990,112660948,6124452,2819687,37179494,66537315
"North America (EI)","REG",1991,91071166,6172273,29836779,48025286,7036828
"North America (EI)","REG",1992,110145218,593414,29766898,4138971,75645935
"North America (EI)","REG",1993,220136801,62811975,30961888,48121452,78241486
